model,accuracy,roc_auc,dp
Fairlearn_ExponentiatedGradient,0.8013422818791947,0.5066666666666666,-0.0053050397877983935
Fairlearn_GridSearch,0.8013422818791947,0.6320224089635854,-0.0053050397877983935
