feature,priv_mean_abs_shap,unpriv_mean_abs_shap,difference
fnlwgt_104834_,,0.0,
fnlwgt_104842_,,0.0,
fnlwgt_104844_,,0.0,
fnlwgt_104849_,,0.0,
fnlwgt_104858_,,0.0,
fnlwgt_104879_,,0.0,
fnlwgt_104892_,,0.0,
fnlwgt_104896_,,0.0,
fnlwgt_104917_,,0.0,
fnlwgt_104945_,,0.0,
fnlwgt_104965_,,0.0,
fnlwgt_104973_,,0.0,
fnlwgt_104981_,,0.0,
fnlwgt_104993_,,0.0,
fnlwgt_104996_,,0.0,
fnlwgt_105010_,,0.0,
fnlwgt_105017_,,0.0,
fnlwgt_105021_,,0.0,
fnlwgt_105043_,,0.0,
fnlwgt_105044_,,0.0,
fnlwgt_105059_,,0.0,
fnlwgt_105060_,,0.0,
fnlwgt_105116_,,0.0,
fnlwgt_105119_,,0.0,
fnlwgt_105138_,,0.0,
fnlwgt_105150_,,0.0,
fnlwgt_105188_,,0.0,
fnlwgt_105189_,,0.0,
fnlwgt_105200_,,0.0,
fnlwgt_105216_,,0.0,
fnlwgt_105244_,,0.0,
fnlwgt_105252_,,0.0,
fnlwgt_105266_,,0.0,
fnlwgt_105273_,,0.0,
fnlwgt_105281_,,0.0,
fnlwgt_105289_,,0.0,
fnlwgt_105304_,,0.0,
fnlwgt_105312_,,0.0,
fnlwgt_105327_,,0.0,
fnlwgt_105339_,,0.0,
fnlwgt_105363_,,0.0,
fnlwgt_105370_,,0.0,
fnlwgt_105376_,,0.0,
fnlwgt_105381_,,0.0,
fnlwgt_105384_,,0.0,
fnlwgt_105422_,,0.0,
fnlwgt_105428_,,0.0,
fnlwgt_105431_,,0.0,
fnlwgt_105438_,,0.0,
fnlwgt_105444_,,0.0,
fnlwgt_105449_,,0.0,
fnlwgt_105460_,,0.0,
fnlwgt_105478_,,0.0,
fnlwgt_105479_,,0.0,
fnlwgt_105491_,,0.0,
fnlwgt_105493_,,0.0,
fnlwgt_105516_,,0.0,
fnlwgt_105540_,,0.0,
fnlwgt_105577_,,0.0,
fnlwgt_105582_,,0.0,
fnlwgt_105585_,,0.0,
fnlwgt_105586_,,0.0,
fnlwgt_105592_,,0.0,
fnlwgt_105598_,,0.0,
fnlwgt_105614_,,0.0,
fnlwgt_105616_,,0.0,
fnlwgt_105617_,,0.0,
fnlwgt_105650_,,0.0,
fnlwgt_105686_,,0.0,
fnlwgt_105693_,,0.0,
fnlwgt_105694_,,0.0,
fnlwgt_105717_,,0.0,
fnlwgt_105728_,,0.0,
fnlwgt_105748_,,0.0,
fnlwgt_105779_,,0.0,
fnlwgt_105787_,,0.0,
fnlwgt_105788_,,0.0,
fnlwgt_105794_,,0.0,
fnlwgt_105803_,,0.0,
fnlwgt_105804_,,0.0,
fnlwgt_105808_,,0.0,
fnlwgt_105813_,,0.0,
fnlwgt_105817_,,0.0,
fnlwgt_105821_,,0.0,
fnlwgt_105830_,,0.0,
fnlwgt_105838_,,0.0,
fnlwgt_105862_,,0.0,
fnlwgt_105866_,,0.0,
fnlwgt_105886_,,0.0,
fnlwgt_105896_,,0.0,
fnlwgt_105907_,,0.0,
fnlwgt_105908_,,0.0,
fnlwgt_105936_,,0.0,
fnlwgt_105938_,,0.0,
fnlwgt_105943_,,0.0,
fnlwgt_105974_,,0.0,
fnlwgt_106014_,,0.0,
fnlwgt_106023_,,0.0,
fnlwgt_106028_,,0.0,
fnlwgt_106039_,,0.0,
fnlwgt_106085_,,0.0,
fnlwgt_106092_,,0.0,
fnlwgt_106103_,,0.0,
fnlwgt_106110_,,0.0,
fnlwgt_106113_,,0.0,
fnlwgt_106118_,,0.0,
fnlwgt_106143_,,0.0,
fnlwgt_106151_,,0.0,
fnlwgt_106153_,,0.0,
fnlwgt_106169_,,0.0,
fnlwgt_106175_,,0.0,
fnlwgt_106176_,,0.0,
fnlwgt_106179_,,0.0,
fnlwgt_106183_,,0.0,
fnlwgt_106252_,,0.0,
fnlwgt_106255_,,0.0,
fnlwgt_106257_,,0.0,
fnlwgt_106273_,,0.0,
fnlwgt_106282_,,0.0,
fnlwgt_106297_,,0.0,
fnlwgt_106306_,,0.0,
fnlwgt_106316_,,0.0,
fnlwgt_106330_,,0.0,
fnlwgt_106334_,,0.0,
fnlwgt_106347_,,0.0006271707505755254,
fnlwgt_106377_,,0.0,
fnlwgt_106395_,,0.0,
fnlwgt_106406_,,0.0,
fnlwgt_106437_,,0.0,
fnlwgt_106491_,,0.0,
fnlwgt_106498_,,0.0,
