alpha,accuracy,roc_auc,final_lambda,dp_age_group
0.1,0.68,0.7063492063492063,0.22347764700154577,0.23913043478260865
0.3,0.68,0.6904761904761905,0.4968792219963728,0.23913043478260865
0.5,0.68,0.6904761904761905,0.6587105490573153,0.23913043478260865
