model,accuracy,accuracy,roc_auc,roc_auc,dp_age_group,dp_age_group
,mean,std,mean,std,mean,std
AdaptiveFairLR,0.76,0.0565685424949238,0.8095238095238095,0.09390602830316848,0.08963317384370018,0.19723554884924965
BaselineLR,0.744,0.06066300355241241,0.8095238095238095,0.09390602830316848,0.13129984051036686,0.24456074057122973
StaticFairLR,0.752,0.0521536192416212,0.8031746031746032,0.09497317651842273,0.09796650717703351,0.1841453337487929
